Gender,Annual Income,Company,Model,Transmission,Color,Price ($),Body Style,Dealer_Region
Male,730000,Jaguar,S-Type,Auto,Black,16000,Passenger,Scottsdale
Male,770000,Lincoln,Town car,Manual,Black,17000,Hatchback,Austin
Male,13500,Nissan,Pathfinder,Auto,Red,21000,Hardtop,Janesville
Male,550000,Audi,A6,Auto,Black,27000,SUV,Scottsdale
Male,870000,Ford,Expedition,Manual,Black,10000,SUV,Austin
Female,1300000,Toyota,Celica,Auto,Pale White,45000,SUV,Middletown
Male,370000,Chrysler,LHS,Auto,Pale White,21000,Hatchback,Aurora
Male,1880000,Mercedes-B,S-Class,Auto,Black,39000,SUV,Greenville
Male,896000,Chevrolet,Malibu,Manual,Red,82000,Hatchback,Pasco
Female,1200000,Chrysler,300M,Auto,Red,16000,SUV,Janesville
Male,1802100,Mercedes-B,SLK230,Manual,Red,71210,Hatchback,Scottsdale
Male,585000,Lexus,LX470,Manual,Pale White,54000,SUV,Austin
Female,470000,Ford,Crown Victoria,Auto,Red,29000,Passenger,Janesville
Male,450000,Oldsmobile,Aurora,Auto,Red,24000,Passenger,Scottsdale
Male,737000,Plymouth,Voyager,Auto,Pale White,22000,Passenger,Austin
Male,860000,Chevrolet,Prizm,Auto,Pale White,42000,Hatchback,Middletown
Male,605000,Nissan,Pathfinder,Manual,Pale White,16001,Hatchback,Aurora
Female,492000,Honda,Odyssey,Manual,Pale White,54001,Passenger,Greenville
Male,1300000,Chrysler,LHS,Auto,Black,26001,Hatchback,Pasco
Male,1518000,Chevrolet,Lumina,Manual,Black,42800,Passenger,Janesville
Male,717500,Audi,A6,Manual,Pale White,13500,SUV,Austin
Female,705000,Chrysler,LHS,Auto,Black,17000,Hatchback,Middletown
Male,1260000,Oldsmobile,Cutlass,Auto,Red,15000,Sedan,Aurora
Male,805000,Chevrolet,Metro,Auto,Black,31000,Passenger,Greenville
Male,788000,Acura,RL,Manual,Red,34000,SUV,Pasco
Male,1101000,Chevrolet,Malibu,Manual,Red,82101,Hardtop,Aurora
Male,645000,Volvo,C70,Manual,Black,17000,Hatchback,Scottsdale
Male,612000,Lincoln,Town car,Auto,Pale White,18000,Hatchback,Austin
Female,1100000,Mitsubishi,Galant,Auto,Pale White,36000,Passenger,Middletown
Female,815250,Mitsubishi,Montero,Manual,Black,16250,SUV,Aurora
Female,1860000,Volkswagen,GTI,Auto,Red,25000,SUV,Greenville
Male,3220000,Pontiac,Grand Prix,Auto,Red,69000,Passenger,Pasco
Female,490000,Nissan,Frontier,Manual,Black,53000,Hatchback,Janesville
Female,430000,Chevrolet,Impala,Manual,Red,22000,Hatchback,Scottsdale
Male,830000,Acura,RL,Auto,Black,24000,SUV,Scottsdale
Male,881000,Hyundai,Elantra,Manual,Red,22000,Sedan,Austin
Male,660000,Mercedes-B,S-Class,Manual,Red,21000,SUV,Middletown
Male,945000,Volkswagen,Passat,Auto,Red,13000,Hatchback,Aurora
Male,1210000,Volkswagen,Beetle,Auto,Red,45000,Hatchback,Greenville
Male,970000,Chevrolet,Malibu,Manual,Pale White,14000,Hatchback,Pasco
Male,465000,Subaru,Forester,Manual,Red,26000,Hatchback,Janesville
Male,725000,Hyundai,Sonata,Manual,Red,21000,SUV,Scottsdale
Female,13500,Dodge,Durango,Auto,Pale White,10000,SUV,Austin
Male,990000,Mitsubishi,Montero Sport,Manual,Red,29000,Hatchback,Janesville
Male,972500,Dodge,Ram Van,Auto,Black,60500,Hatchback,Scottsdale
Male,955000,Oldsmobile,Aurora,Auto,Red,24000,Passenger,Janesville
Male,1900000,Chevrolet,Corvette,Auto,Pale White,46000,SUV,Scottsdale
Male,13500,Saab,3-Sep,Auto,Black,23000,Sedan,Austin
Male,950000,Toyota,Celica,Auto,Pale White,45001,SUV,Aurora
Male,13500,Mitsubishi,3000GT,Manual,Red,24001,Sedan,Greenville
Male,13500,Mercedes-B,M-Class,Manual,Red,25000,Hardtop,Scottsdale
Male,445000,Chrysler,Concorde,Auto,Pale White,42000,Hardtop,Austin
Female,13500,Honda,Civic,Manual,Black,43000,Hatchback,Scottsdale
Male,632500,Mercedes-B,SL-Class,Manual,Pale White,26500,Hatchback,Austin
Female,390000,Saturn,LW,Auto,Pale White,18000,Hatchback,Austin
Male,1055000,Oldsmobile,Silhouette,Manual,Pale White,14500,Sedan,Middletown
Male,1100000,Toyota,RAV4,Manual,Pale White,22000,Hatchback,Middletown
Female,13500,Mercury,Cougar,Manual,Red,22000,Hatchback,Aurora
Female,1200000,Plymouth,Voyager,Auto,Pale White,22001,Passenger,Pasco
Male,1600000,Pontiac,Grand Prix,Auto,Red,19001,Passenger,Janesville
Female,825000,Honda,Accord,Manual,Black,43001,Sedan,Scottsdale
Male,585000,Chevrolet,Metro,Auto,Pale White,12001,Passenger,Austin
Male,13500,Volkswagen,Cabrio,Manual,Red,25001,Sedan,Middletown
Female,1631000,Mercury,Sable,Auto,Pale White,26100,Sedan,Aurora
Male,13500,Jaguar,S-Type,Manual,Red,21001,Passenger,Greenville
Male,650000,Audi,A4,Auto,Black,27001,SUV,Pasco
Male,725000,Volkswagen,Passat,Manual,Red,20001,Hatchback,Janesville
Male,665000,Acura,TL,Auto,Black,28000,Hatchback,Scottsdale
Male,560500,Mercury,Cougar,Manual,Pale White,28500,Hatchback,Austin
Male,13500,Oldsmobile,Bravada,Manual,Black,17000,Hatchback,Pasco
Male,13500,Ford,Ranger,Manual,Black,18001,Hardtop,Janesville
Male,1695000,Lincoln,Town car,Auto,Black,26500,Hatchback,Scottsdale
Male,2550000,BMW,323i,Manual,Red,21000,Hatchback,Austin
Female,1590000,Saturn,LW,Auto,Pale White,18000,Hatchback,Middletown
Female,532500,Pontiac,Grand Prix,Auto,Red,19500,Passenger,Aurora
Male,561000,Mercedes-B,C-Class,Auto,Black,14000,Hatchback,Greenville
Male,525000,Ford,Contour,Auto,Red,19000,Sedan,Pasco
Male,2800000,Saab,3-Sep,Auto,Red,69000,Sedan,Janesville
Male,1870000,Ford,Expedition,Auto,Black,26000,SUV,Scottsdale
Male,2402500,Jeep,Wrangler,Manual,Pale White,23250,Hatchback,Austin
Male,435000,Acura,TL,Auto,Black,28000,Hatchback,Middletown
Female,1190000,Ford,Crown Victoria,Manual,Pale White,20000,Passenger,Aurora
Female,1516000,Lexus,LS400,Auto,Black,22600,Sedan,Greenville
Male,13500,Ford,F-Series,Manual,Pale White,14000,Passenger,Pasco
Male,468250,Chevrolet,Camaro,Auto,Black,41250,Sedan,Janesville
Male,1716000,Mercedes-B,SL-Class,Manual,Pale White,26600,Hatchback,Austin
Male,270000,Chrysler,Concorde,Manual,Pale White,28000,Hatchback,Austin
Male,365000,Cadillac,Catera,Auto,Pale White,75000,Hatchback,Middletown
Male,340000,Volkswagen,Beetle,Manual,Red,21000,Hatchback,Aurora
Male,722500,Dodge,Viper,Auto,Red,41500,SUV,Greenville
Male,1600000,Subaru,Forester,Auto,Black,22000,Hatchback,Pasco
Female,13500,Saab,3-Sep,Auto,Red,69000,Sedan,Aurora
Female,13500,Volvo,S40,Auto,Black,17000,Sedan,Greenville
Male,1030000,Volkswagen,Passat,Auto,Red,13000,Hatchback,Pasco
Male,1450000,Dodge,Viper,Auto,Red,23000,SUV,Janesville
Male,760000,Jeep,Wrangler,Auto,Red,13000,Hatchback,Scottsdale
Female,850000,Chevrolet,Prizm,Auto,Pale White,42001,Hardtop,Aurora
Male,13500,Oldsmobile,Silhouette,Auto,Black,60000,Sedan,Middletown
Male,1265000,Saturn,SL,Auto,Black,11500,SUV,Aurora
Female,450000,Pontiac,Grand Am,Auto,Red,31000,SUV,Greenville
Male,823000,Mercedes-B,S-Class,Manual,Black,18000,SUV,Pasco
Male,13500,Nissan,Pathfinder,Manual,Pale White,16001,Hardtop,Greenville
Male,1266000,Lincoln,Town car,Manual,Black,17600,Hatchback,Greenville
Male,1040000,Saturn,LS,Auto,Pale White,51000,Sedan,Pasco
Female,625000,Lexus,GS400,Auto,Pale White,25000,Hatchback,Janesville
Female,13500,Honda,CR-V,Auto,Red,39000,SUV,Scottsdale
Female,751000,Lincoln,Continental,Manual,Pale White,20000,Passenger,Austin
Male,13500,Honda,Accord,Manual,Black,43000,Sedan,Middletown
Male,888000,Plymouth,Prowler,Auto,Pale White,27000,Hatchback,Aurora
Male,521000,Toyota,RAV4,Auto,Black,28000,Hatchback,Greenville
Female,423750,Chevrolet,Monte Carlo,Manual,Black,44750,Hatchback,Pasco
Male,857700,Honda,CR-V,Auto,Black,31700,SUV,Janesville
Male,642500,Lincoln,Navigator,Auto,Black,19500,Sedan,Scottsdale
Male,615000,BMW,323i,Auto,Red,19000,Hatchback,Janesville
Male,845000,Pontiac,Grand Prix,Auto,Red,69000,Passenger,Scottsdale
Male,585000,Chevrolet,Prizm,Manual,Black,16000,SUV,Austin
Male,440000,Subaru,Forester,Auto,Black,22000,SUV,Middletown
Male,850000,Mercury,Cougar,Auto,Black,26000,Hatchback,Aurora
Female,775000,Cadillac,Escalade,Manual,Black,34000,Sedan,Greenville
Male,850000,Oldsmobile,Intrigue,Auto,Red,39000,SUV,Pasco
Male,705000,Pontiac,Sunfire,Auto,Black,18000,Sedan,Janesville
Male,1955000,Saturn,LS,Auto,Red,24500,Sedan,Middletown
Male,1702000,Pontiac,Grand Am,Auto,Pale White,12200,SUV,Aurora
Male,500000,Mercury,Villager,Auto,Black,16000,Passenger,Greenville
Male,3399000,Mitsubishi,3000GT,Manual,Red,24900,Sedan,Pasco
Male,4802500,Ford,Ranger,Manual,Black,25251,Hardtop,Scottsdale
Male,3900000,Mercedes-B,E-Class,Auto,Pale White,31000,Sedan,Scottsdale
Male,13500,Volkswagen,Cabrio,Auto,Black,16000,Sedan,Austin
Male,697000,Ford,Contour,Auto,Pale White,62000,Sedan,Middletown
Male,1665000,Saturn,SC,Auto,Black,33500,Hatchback,Janesville
Male,13500,Cadillac,Escalade,Auto,Pale White,38000,Sedan,Scottsdale
Male,323000,Chrysler,300M,Auto,Red,16000,SUV,Austin
Male,550000,Oldsmobile,Aurora,Manual,Red,71000,Passenger,Middletown
Female,1220000,Saab,3-Sep,Auto,Black,26000,Sedan,Aurora
Male,638000,Toyota,Land Cruiser,Auto,Black,21001,SUV,Greenville
Male,131000,Buick,Century,Auto,Pale White,17000,Hatchback,Pasco
Male,13500,Lexus,LS400,Manual,Black,69000,Sedan,Janesville
Male,950000,Mercedes-B,SL-Class,Manual,Pale White,26001,Hardtop,Middletown
Female,502000,BMW,528i,Manual,Pale White,16000,SUV,Austin
Male,727000,Hyundai,Sonata,Manual,Red,21000,SUV,Middletown
Male,707500,Dodge,Ram Van,Auto,Pale White,15500,Hatchback,Aurora
Male,680000,Mercedes-B,SL-Class,Manual,Pale White,26001,Hardtop,Austin
Male,581000,Volkswagen,GTI,Manual,Black,25000,SUV,Pasco
Male,640000,Chrysler,Concorde,Manual,Pale White,28001,Hardtop,Middletown
Female,372000,Toyota,Camry,Manual,Black,29000,Hatchback,Scottsdale
Female,555000,Nissan,Frontier,Auto,Pale White,26000,Hatchback,Austin
Male,1676000,Volkswagen,Jetta,Auto,Red,69600,Passenger,Middletown
Male,1400000,Ford,Mustang,Manual,Black,22000,Hatchback,Aurora
Male,1301000,Volvo,S80,Manual,Pale White,21100,Sedan,Greenville
Male,575000,Chrysler,Sebring Coupe,Manual,Red,21000,Sedan,Pasco
Female,13500,Ford,Ranger,Manual,Black,18000,Hatchback,Janesville
Male,766000,Mercedes-B,C-Class,Manual,Pale White,17000,Hatchback,Scottsdale
Male,910000,Oldsmobile,Silhouette,Auto,Black,60000,Sedan,Austin
Male,1100000,Dodge,Ram Pickup,Manual,Black,19000,SUV,Scottsdale
Female,710000,Porsche,Boxter,Manual,Red,24000,SUV,Austin
Male,892500,Volvo,S70,Auto,Black,26500,SUV,Middletown
Female,730000,Honda,CR-V,Auto,Black,31000,SUV,Aurora
Female,790000,Audi,A6,Manual,Pale White,13000,SUV,Greenville
Female,550000,Saturn,SW,Manual,Black,36000,Passenger,Aurora
Male,13500,BMW,328i,Auto,Black,16000,Sedan,Greenville
Female,13500,Honda,Passport,Manual,Black,22000,Hardtop,Austin
Female,675000,Acura,TL,Manual,Pale White,14000,Hatchback,Janesville
Male,441000,Dodge,Intrepid,Auto,Red,31000,Sedan,Scottsdale
Male,1090000,Chevrolet,Prizm,Manual,Red,22000,Hatchback,Austin
Male,1365000,Honda,Odyssey,Manual,Pale White,27500,Passenger,Austin
Male,1750000,Dodge,Ram Pickup,Auto,Pale White,45000,Hatchback,Middletown
Male,13500,Chrysler,Sebring Coupe,Manual,Pale White,26000,Sedan,Aurora
Male,580000,Subaru,Forester,Manual,Red,17000,Hatchback,Greenville
Female,373500,Volkswagen,Beetle,Manual,Red,21501,Hardtop,Greenville
Female,675000,Volkswagen,Passat,Auto,Pale White,31000,Hatchback,Janesville
Male,1100000,Lincoln,Navigator,Auto,Black,19000,Sedan,Scottsdale
Male,13500,Jaguar,S-Type,Manual,Red,45000,Passenger,Austin
Male,650000,Buick,Park Avenue,Auto,Pale White,62000,Hatchback,Middletown
Male,1200000,Plymouth,Neon,Auto,Pale White,27000,SUV,Aurora
Female,1080000,Honda,Accord,Auto,Pale White,21000,Sedan,Greenville
Female,1005000,Cadillac,Eldorado,Manual,Black,29500,Passenger,Pasco
Female,13500,Volkswagen,Jetta,Auto,Black,22000,Passenger,Janesville
Male,13500,Dodge,Stratus,Manual,Red,37000,Hatchback,Scottsdale
Male,695000,Chrysler,LHS,Auto,Black,17000,Hatchback,Pasco
Female,855000,Oldsmobile,Cutlass,Auto,Red,15000,Sedan,Janesville
Male,522500,Chevrolet,Metro,Auto,Black,31500,Passenger,Scottsdale
Female,990000,Acura,RL,Manual,Red,34000,SUV,Austin
Male,867000,Toyota,Tacoma,Manual,Pale White,24000,Hardtop,Austin
Male,13500,Volkswagen,Cabrio,Auto,Black,16000,Sedan,Aurora
Male,738000,Lincoln,Town car,Auto,Pale White,18000,Hatchback,Greenville
Male,13500,Ford,Explorer,Auto,Black,22000,Hatchback,Pasco
Male,13500,Hyundai,Accent,Manual,Black,18000,Hatchback,Pasco
Male,2005000,Cadillac,Eldorado,Auto,Red,31500,Passenger,Janesville
Male,523000,Toyota,Land Cruiser,Auto,Red,33000,SUV,Scottsdale
Male,420000,Honda,Accord,Auto,Pale White,21001,Sedan,Austin
Male,680000,Ford,Contour,Auto,Red,19000,Sedan,Aurora
Male,750000,Plymouth,Voyager,Manual,Red,12000,Passenger,Greenville
Male,531000,Subaru,Forester,Auto,Black,22001,Hardtop,Janesville
Male,640000,BMW,328i,Manual,Red,21000,Sedan,Janesville
Male,13500,Hyundai,Sonata,Manual,Pale White,13000,SUV,Austin
Male,675000,Dodge,Durango,Auto,Black,24000,SUV,Middletown
Male,13500,Volkswagen,Passat,Auto,Black,9000,Hatchback,Aurora
Male,622000,Chevrolet,Prizm,Manual,Pale White,22000,Hatchback,Greenville
Male,680000,Mitsubishi,Montero Sport,Auto,Red,39000,SUV,Middletown
Male,500000,Volvo,C70,Manual,Black,17000,Hatchback,Aurora
Male,550000,Lincoln,Town car,Auto,Pale White,18000,Hatchback,Greenville
Male,730000,Mitsubishi,Galant,Auto,Pale White,36000,Passenger,Pasco
Male,875000,Mitsubishi,Montero,Manual,Black,16000,SUV,Janesville
Female,13500,Volkswagen,GTI,Auto,Red,25000,SUV,Scottsdale
Male,850000,Pontiac,Grand Prix,Auto,Red,69000,Passenger,Austin
Male,715000,Honda,Accord,Auto,Pale White,21000,Sedan,Janesville
Male,800000,Ford,Taurus,Manual,Red,22000,SUV,Scottsdale
Male,680000,Chevrolet,Metro,Auto,Pale White,19000,Passenger,Austin
Male,1010000,Toyota,Camry,Auto,Red,31000,Hatchback,Janesville
Male,13500,Mercury,Sable,Manual,Red,61000,Sedan,Scottsdale
Male,630000,Lincoln,Town car,Auto,Black,26000,Hatchback,Austin
Male,605000,Chevrolet,Corvette,Manual,Black,26000,SUV,Middletown
Female,310000,Toyota,4Runner,Manual,Black,25001,Sedan,Janesville
Male,290000,Mitsubishi,Montero Sport,Auto,Black,45001,Hatchback,Austin
Male,608000,Pontiac,Bonneville,Manual,Black,36001,Hatchback,Austin
Male,13500,Mercedes-B,C-Class,Manual,Pale White,12001,Hatchback,Middletown
Male,570000,BMW,323i,Manual,Red,21001,Hatchback,Aurora
Male,520500,Mercedes-B,C-Class,Manual,Pale White,17500,Hatchback,Greenville
Male,1400000,Mercedes-B,M-Class,Manual,Pale White,41001,Hatchback,Pasco
Male,1150000,Chevrolet,Metro,Auto,Black,31000,Passenger,Scottsdale
Male,591000,Saturn,SC,Auto,Black,33001,Hardtop,Austin
Male,1450000,Dodge,Intrepid,Manual,Black,11000,Sedan,Middletown
Male,800000,Nissan,Frontier,Manual,Pale White,20000,Hatchback,Aurora
Male,752000,Ford,Mustang,Manual,Red,25000,Hatchback,Greenville
Male,881000,BMW,323i,Auto,Red,19000,Hatchback,Pasco
Male,1909000,Volkswagen,Jetta,Manual,Red,24900,Passenger,Janesville
Male,425000,Chevrolet,Metro,Auto,Pale White,19000,Passenger,Pasco
Male,2300000,Mercedes-B,C-Class,Manual,Pale White,12000,Hatchback,Janesville
Male,1710000,Toyota,Tacoma,Manual,Pale White,24000,Hatchback,Austin
Female,516000,Dodge,Ram Van,Auto,Black,60000,Hatchback,Austin
Male,2221000,Mercedes-B,SL-Class,Manual,Red,17100,Hatchback,Janesville
Male,13500,Pontiac,Grand Prix,Auto,Red,69000,Passenger,Scottsdale
Male,515000,Ford,Windstar,Manual,Pale White,17000,Sedan,Austin
Male,635000,Nissan,Frontier,Manual,Black,53000,Hatchback,Middletown
Male,762000,Chevrolet,Impala,Manual,Red,22000,Hatchback,Aurora
Female,1215000,Saturn,LW,Auto,Pale White,18500,Hatchback,Greenville
Female,610000,Oldsmobile,Silhouette,Manual,Pale White,14001,Sedan,Pasco
Male,580000,Chrysler,LHS,Auto,Pale White,21000,Hatchback,Aurora
Male,444000,Mercedes-B,S-Class,Auto,Black,39000,SUV,Greenville
Male,700000,Volkswagen,Beetle,Manual,Red,21000,Hardtop,Middletown
Male,13500,Chrysler,300M,Auto,Red,16000,SUV,Janesville
Male,722000,Audi,A6,Auto,Black,14000,SUV,Scottsdale
Female,13500,Oldsmobile,Cutlass,Auto,Red,41000,Sedan,Austin
Male,450000,Chevrolet,Corvette,Auto,Red,45000,SUV,Middletown
Female,535000,Chevrolet,Impala,Manual,Red,22001,Hatchback,Aurora
Male,800000,Hyundai,Accent,Manual,Black,18000,Hatchback,Scottsdale
Male,775000,Oldsmobile,Silhouette,Manual,Red,19000,Sedan,Austin
Male,13500,Oldsmobile,Cutlass,Auto,Red,41000,Sedan,Middletown
Male,701500,Toyota,Corolla,Manual,Pale White,22500,Passenger,Aurora
Male,540000,Chrysler,300M,Auto,Black,26000,SUV,Middletown
Male,1360000,Dodge,Caravan,Auto,Black,23000,Hatchback,Aurora
Male,1500000,Buick,Park Avenue,Auto,Red,12000,Hatchback,Greenville
Male,1180000,Mitsubishi,Montero,Manual,Black,16000,SUV,Janesville
Female,815000,Saab,3-Sep,Auto,Red,69001,Sedan,Janesville
Female,820000,Volvo,S40,Auto,Black,57001,Sedan,Scottsdale
Male,411000,Volkswagen,Passat,Auto,Red,13001,Hatchback,Austin
Male,790000,Dodge,Viper,Auto,Red,23001,SUV,Middletown
Male,605000,Jeep,Wrangler,Auto,Red,13001,Hatchback,Aurora
Male,13500,Mercedes-B,SLK230,Manual,Red,71000,Hatchback,Scottsdale
Male,1600000,Lexus,LX470,Manual,Pale White,54000,SUV,Austin
Female,1460000,Ford,Crown Victoria,Auto,Red,29000,Passenger,Middletown
Male,677000,Oldsmobile,Aurora,Auto,Red,24000,Passenger,Aurora
Female,493500,Plymouth,Voyager,Auto,Pale White,22500,Passenger,Greenville
Female,540000,Volkswagen,Cabrio,Manual,Red,25001,Sedan,Greenville
Female,1610000,Dodge,Dakota,Manual,Red,12000,Sedan,Pasco
Male,13500,Chrysler,300M,Auto,Black,26000,SUV,Janesville
Male,1870000,Ford,Explorer,Auto,Pale White,42000,Hatchback,Scottsdale
Male,622000,Nissan,Pathfinder,Auto,Red,21000,Hatchback,Austin
Male,657000,BMW,528i,Manual,Pale White,14000,SUV,Greenville
Male,13500,Ford,Expedition,Auto,Black,41000,SUV,Pasco
Male,1150000,Buick,Century,Auto,Pale White,17001,Hardtop,Janesville
Male,630000,Chevrolet,Prizm,Manual,Red,22001,Hardtop,Austin
Male,1160000,Volvo,S40,Manual,Red,22000,Sedan,Austin
Male,790000,Plymouth,Voyager,Manual,Red,20000,Passenger,Scottsdale
Male,805000,Acura,TL,Auto,Black,23000,Hatchback,Austin
Male,530000,Subaru,Forester,Manual,Red,26000,Hatchback,Middletown
Male,915000,Oldsmobile,Bravada,Manual,Black,36000,Hatchback,Aurora
Female,460000,Saturn,SW,Auto,Red,25000,Passenger,Greenville
Male,805000,Volvo,S70,Auto,Pale White,32001,SUV,Greenville
Male,1900000,Volkswagen,Golf,Manual,Pale White,17000,Hardtop,Pasco
Male,536000,Mercedes-B,M-Class,Manual,Red,25000,Hatchback,Middletown
Male,795000,Dodge,Durango,Manual,Red,31000,SUV,Middletown
Male,644000,Oldsmobile,Bravada,Manual,Black,18000,Hatchback,Pasco
Male,890000,Oldsmobile,Silhouette,Auto,Black,60001,Sedan,Pasco
Male,795000,Saturn,SL,Auto,Black,11000,SUV,Janesville
Male,634000,Pontiac,Grand Am,Auto,Red,31000,SUV,Scottsdale
Male,642000,Mercedes-B,S-Class,Manual,Black,18000,SUV,Austin
Female,730000,Honda,Passport,Manual,Pale White,27000,SUV,Janesville
Male,863000,Volkswagen,Golf,Manual,Pale White,17000,SUV,Scottsdale
Male,740000,BMW,528i,Manual,Pale White,16000,SUV,Austin
Male,1819000,Hyundai,Sonata,Manual,Red,21900,SUV,Middletown
Male,410000,Dodge,Ram Van,Auto,Pale White,15000,Hatchback,Aurora
Male,13500,Volkswagen,Golf,Auto,Pale White,18000,SUV,Greenville
Male,800000,Oldsmobile,Alero,Manual,Black,17000,Hardtop,Austin
Male,520000,Honda,Odyssey,Manual,Pale White,54000,Passenger,Scottsdale
Male,553100,Chrysler,LHS,Auto,Black,26100,Hatchback,Austin
Male,418000,Chevrolet,Lumina,Manual,Black,42000,Passenger,Middletown
Male,505000,Honda,Civic,Manual,Black,43000,Hatchback,Aurora
Female,1370000,Volkswagen,Beetle,Auto,Red,45001,Hardtop,Janesville
Male,680000,Acura,TL,Auto,Black,28000,Hatchback,Pasco
Male,472000,Ford,Crown Victoria,Manual,Pale White,20000,Passenger,Janesville
Male,442500,Lexus,LS400,Auto,Black,22500,Sedan,Scottsdale
Female,530000,Ford,F-Series,Manual,Pale White,14000,Passenger,Austin
Male,2625000,Chrysler,Concorde,Auto,Pale White,42500,Hatchback,Aurora
Female,576000,Chrysler,Sebring Coupe,Auto,Red,19000,Sedan,Greenville
Male,570000,Chevrolet,Monte Carlo,Manual,Pale White,26000,Hatchback,Pasco
Male,550000,Plymouth,Voyager,Manual,Red,20000,Passenger,Janesville
Female,505000,Saab,5-Sep,Manual,Pale White,28000,Hatchback,Scottsdale
Male,13500,Honda,Civic,Manual,Black,43000,Hatchback,Austin
Female,400000,BMW,528i,Manual,Red,25000,SUV,Middletown
Male,2170000,Oldsmobile,Silhouette,Auto,Red,12000,Sedan,Aurora
Female,13500,Lexus,LS400,Auto,Black,39000,Sedan,Greenville
Male,1577500,Cadillac,Eldorado,Auto,Black,60750,Passenger,Pasco
Male,810000,Dodge,Ram Pickup,Auto,Pale White,45001,Hardtop,Austin
Female,13500,Ford,Explorer,Auto,Pale White,18000,Hatchback,Greenville
Male,755000,Cadillac,DeVille,Auto,Red,69000,SUV,Pasco
Male,565000,Subaru,Outback,Auto,Pale White,19000,SUV,Janesville
Male,779000,Chrysler,Sebring Coupe,Auto,Red,19000,Sedan,Scottsdale
Female,350000,Lexus,LX470,Manual,Pale White,54000,SUV,Austin
Female,337000,Chevrolet,Corvette,Manual,Pale White,22000,SUV,Middletown
Male,672000,Lincoln,Continental,Manual,Red,82000,Passenger,Aurora
Male,557500,Ford,Escort,Manual,Black,11500,Passenger,Greenville
Male,652000,Subaru,Forester,Manual,Red,17001,Hardtop,Middletown
Male,905000,Dodge,Caravan,Auto,Pale White,38000,Hatchback,Janesville
Female,647000,BMW,328i,Manual,Black,69000,Sedan,Scottsdale
Male,800000,Plymouth,Neon,Auto,Pale White,27000,SUV,Austin
Male,2210000,Jeep,Cherokee,Auto,Pale White,36000,Sedan,Middletown
Male,1400000,Oldsmobile,Silhouette,Manual,Pale White,14000,Sedan,Aurora
Male,13500,Volkswagen,Passat,Auto,Black,9000,Hatchback,Greenville
Male,805000,Nissan,Frontier,Manual,Pale White,12000,Hatchback,Pasco
Male,2400000,Ford,Windstar,Auto,Red,31000,Sedan,Janesville
Male,535000,Nissan,Pathfinder,Auto,Red,31000,Hatchback,Austin
Female,765000,Plymouth,Neon,Manual,Black,29000,SUV,Austin
Male,280000,Volkswagen,GTI,Manual,Black,25000,SUV,Pasco
Male,1015000,Volkswagen,Beetle,Manual,Red,21500,SUV,Janesville
Male,13500,Toyota,Camry,Manual,Black,29001,Hatchback,Scottsdale
Male,13500,Chevrolet,Camaro,Auto,Black,41000,Sedan,Middletown
Male,700000,Lexus,ES300,Manual,Black,34001,Hardtop,Austin
Male,878000,Audi,A4,Auto,Black,27000,Hardtop,Austin
Female,1802000,Toyota,RAV4,Auto,Pale White,27200,Hatchback,Janesville
Male,13500,Mercury,Villager,Auto,Pale White,36000,Passenger,Scottsdale
Male,1460000,Jaguar,S-Type,Manual,Pale White,20000,Passenger,Austin
Female,13500,Oldsmobile,Bravada,Manual,Black,36000,Hatchback,Janesville
Male,2261000,Mitsubishi,Montero Sport,Auto,Black,45101,Hardtop,Austin
Female,717000,Ford,Contour,Auto,Pale White,62000,Sedan,Austin
Male,422000,Dodge,Viper,Auto,Red,31000,SUV,Middletown
Male,13500,BMW,528i,Auto,Pale White,62000,SUV,Aurora
Male,590000,Mercury,Villager,Manual,Pale White,14000,Passenger,Greenville
Female,438000,Chevrolet,Prizm,Auto,Black,33000,SUV,Austin
Male,13500,Volkswagen,Passat,Auto,Pale White,31000,Hatchback,Middletown
Male,502500,Lincoln,Navigator,Auto,Black,19501,Sedan,Aurora
Male,520000,Jaguar,S-Type,Manual,Red,45001,Passenger,Greenville
Male,1203500,Cadillac,Catera,Auto,Pale White,75350,Hatchback,Pasco
Female,757000,Chevrolet,Malibu,Manual,Pale White,41000,Hardtop,Middletown
Male,13500,Dodge,Viper,Auto,Red,41000,SUV,Scottsdale
Male,1335000,Toyota,Tacoma,Auto,Pale White,53500,Hardtop,Austin
Male,275500,Mercedes-B,SLK,Manual,Pale White,17500,Passenger,Middletown
Male,13500,Mitsubishi,3000GT,Auto,Black,39000,Sedan,Aurora
Male,13500,BMW,528i,Auto,Black,31000,SUV,Greenville
Male,1065000,Chevrolet,Malibu,Manual,Pale White,41500,Hatchback,Pasco
Male,13500,Mercedes-B,M-Class,Manual,Pale White,41001,Hardtop,Janesville
Female,1300000,Volkswagen,GTI,Auto,Pale White,20000,SUV,Scottsdale
Female,770000,BMW,328i,Auto,Black,18000,Sedan,Austin
Female,13500,Plymouth,Prowler,Manual,Pale White,16000,Hatchback,Middletown
Male,13500,Mitsubishi,3000GT,Manual,Black,18000,Sedan,Pasco
Male,13500,Mercedes-B,E-Class,Auto,Pale White,31000,Sedan,Janesville
Female,13500,Acura,RL,Manual,Pale White,17000,SUV,Scottsdale
Female,256000,Volkswagen,Jetta,Auto,Red,16000,Passenger,Austin
Male,442000,Buick,Park Avenue,Auto,Pale White,62000,Hatchback,Pasco
